
============GCS to UAV: Control Commands===========

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1136***1626069980.534155***COMMAND:GO_FORWARD***     170145***    170154*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1138***1626069981.031626***COMMAND:HEARTBEAT_MESSAGE***     170602***    170605*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1140***1626069981.032011***COMMAND:HEARTBEAT_MESSAGE***     170602***    170606*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1139***1626069981.031868***COMMAND:HEARTBEAT_MESSAGE***     170602***    170607*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***197***1626069981.24***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609184,lon=149.1652228,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609184,lon=149.1652228,alt=614.04#last_heartbeat|0.5555277#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.1, 0.0, -0.01]#attitude|Attitude:pitch=-0.213846713305,yaw=0.00197835918516,roll=-0.00148442131467#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#***     170787***    170807*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***260.877248249***-0.823764298553***     170787***    170808*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***198***1626069981.37***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609185,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609185,lon=149.1652227,alt=614.04#last_heartbeat|0.651281#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.1, 0.0, -0.01]#attitude|Attitude:pitch=-0.21401938796,yaw=0.00199239398353,roll=-0.00160283548757#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#***     170899***    170918*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***260.85498435***-0.801500403039***     170899***    170919*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***197***1626069981.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609183,lon=149.1652228,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609183,lon=149.1652228,alt=614.04#last_heartbeat|0.7027143#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.09, 0.0, -0.01]#attitude|Attitude:pitch=-0.21376055479,yaw=0.00199073599651,roll=-0.00158779975027#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#***     170928***    170947*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***260.877248249***-0.812632349214***     170928***    170949*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1141***1626069981.532731***COMMAND:HEARTBEAT_MESSAGE***     171025***    171028*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1142***1626069981.533001***COMMAND:HEARTBEAT_MESSAGE***     171025***    171029*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1143***1626069981.533144***COMMAND:HEARTBEAT_MESSAGE***     171025***    171030*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1144***1626069981.792651***COMMAND:GO_FORWARD***     171259***    171262*** 

>>>>>> Average Network Delay for command packets: 6.000000 MilliSec.

LteSignalStrength= 0.003366 dBm*** LteSINR= 7097094732531.394531 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1145***1626069981.792968***COMMAND:GO_FORWARD***     171259***    171263*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1146***1626069981.793216***COMMAND:GO_FORWARD***     171259***    171264*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1147***1626069982.033514***COMMAND:HEARTBEAT_MESSAGE***     171469***    171472*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1148***1626069982.033858***COMMAND:HEARTBEAT_MESSAGE***     171469***    171473*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1149***1626069982.034023***COMMAND:HEARTBEAT_MESSAGE***     171469***    171474*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***198***1626069982.27***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608914,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608914,lon=149.1652227,alt=614.04#last_heartbeat|0.569632700001#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.01, 0.0, -0.01]#attitude|Attitude:pitch=-0.184563919902,yaw=-0.00368354795501,roll=-0.00274094869383#airspeed|3.11999988556#groundspeed|3.11999988556heading|359#***     171677***    171689*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***263.88287475***-0.834896251056***     171677***    171690*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***198***1626069982.34***SENSOR|***     171735***    171754*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***199***1626069982.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608915,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608915,lon=149.1652227,alt=614.04#last_heartbeat|0.6520562#battery|Battery:voltage=12.242,current=26.17,level=68#velocity|[3.05, 0.01, -0.01]#attitude|Attitude:pitch=-0.198143556714,yaw=-0.00365184783004,roll=-0.00327360769734#airspeed|3.11999988556#groundspeed|3.11999988556heading|359#***     171797***    171809*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***263.860610849***-0.801500403039***     171797***    171810*** 

26069980.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609452,lon=149.1652229,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3609452,lon=149.1652229,alt=614.03#last_heartbeat|0.706895400001#battery|Battery:voltage=12.242,current=26.17,level=69#velocity|[3.01, -0.01, -0.01]#attitude|Attitude:pitch=-0.215442568064,yaw=0.00543668493629,roll=-0.00584015436471#airspeed|3.02999997139#groundspeed|3.02999997139heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***257.882753699***-0.801500399875*** 

>>>>>> X-Value:  257.882753699  ;  Y-Value:  -0.801500399875 <<<<<<

X 	 257.882751 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_000***197***1626069981.24***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609184,lon=149.1652228,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609184,lon=149.1652228,alt=614.04#last_heartbeat|0.5555277#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.1, 0.0, -0.01]#attitude|Attitude:pitch=-0.213846713305,yaw=0.00197835918516,roll=-0.00148442131467#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***260.877248249***-0.823764298553*** 

>>>>>> X-Value:  260.877248249  ;  Y-Value:  -0.823764298553 <<<<<<

X 	 260.877258 	 Y 	 -0.823764

 TELEMETRY Recvd: @@@U_001***198***1626069981.37***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609185,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609185,lon=149.1652227,alt=614.04#last_heartbeat|0.651281#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.1, 0.0, -0.01]#attitude|Attitude:pitch=-0.21401938796,yaw=0.00199239398353,roll=-0.00160283548757#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***260.85498435***-0.801500403039*** 

>>>>>> X-Value:  260.85498435  ;  Y-Value:  -0.801500403039 <<<<<<

X 	 260.854980 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_002***197***1626069981.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3609183,lon=149.1652228,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3609183,lon=149.1652228,alt=614.04#last_heartbeat|0.7027143#battery|Battery:voltage=12.242,current=26.08,level=69#velocity|[3.09, 0.0, -0.01]#attitude|Attitude:pitch=-0.21376055479,yaw=0.00199073599651,roll=-0.00158779975027#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***260.877248249***-0.812632349214*** 

>>>>>> X-Value:  260.877248249  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 260.877258 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_000***198***1626069982.27***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608914,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608914,lon=149.1652227,alt=614.04#last_heartbeat|0.569632700001#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.01, 0.0, -0.01]#attitude|Attitude:pitch=-0.184563919902,yaw=-0.00368354795501,roll=-0.00274094869383#airspeed|3.11999988556#groundspeed|3.11999988556heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***263.88287475***-0.834896251056*** 

>>>>>> X-Value:  263.88287475  ;  Y-Value:  -0.834896251056 <<<<<<

X 	 263.882874 	 Y 	 -0.834896

 TELEMETRY Recvd: @@@U_002***198***1626069982.34***SENSOR|*** 

 TELEMETRY Recvd: @@@U_001***199***1626069982.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608915,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608915,lon=149.1652227,alt=614.04#last_heartbeat|0.6520562#battery|Battery:voltage=12.242,current=26.17,level=68#velocity|[3.05, 0.01, -0.01]#attitude|Attitude:pitch=-0.198143556714,yaw=-0.00365184783004,roll=-0.00327360769734#airspeed|3.11999988556#groundspeed|3.11999988556heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***263.860610849***-0.801500403039*** 

>>>>>> X-Value:  263.860610849  ;  Y-Value:  -0.801500403039 <<<<<<

X 	 263.860596 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_002***199***1626
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***199***1626069982.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608848,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608848,lon=149.1652227,alt=614.04#last_heartbeat|0.745999#battery|Battery:voltage=12.242,current=26.0,level=68#velocity|[3.01, 0.0, -0.02]#attitude|Attitude:pitch=-0.206173956394,yaw=-0.00278762029484,roll=-0.00302875880152#airspeed|3.06999993324#groundspeed|3.06999993324heading|359#***     171824***    171843*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***264.6064515***-0.823764301717***     171824***    171844*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1150***1626069982.534769***COMMAND:HEARTBEAT_MESSAGE***     171887***    171891*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1151***1626069982.535136***COMMAND:HEARTBEAT_MESSAGE***     171887***    171892*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1152***1626069982.535345***COMMAND:HEARTBEAT_MESSAGE***     171887***    171893*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1153***1626069983.036091***COMMAND:HEARTBEAT_MESSAGE***     172364***    172367*** 

>>>>>> Average Network Delay for command packets: 5.333333 MilliSec.

LteSignalStrength= 0.000162 dBm*** LteSINR= 341246672050.842712 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1154***1626069983.036365***COMMAND:HEARTBEAT_MESSAGE***     172364***    172368*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1155***1626069983.03651***COMMAND:HEARTBEAT_MESSAGE***     172364***    172369*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1156***1626069983.037499***COMMAND:GO_FORWARD***     172364***    172370*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1157***1626069983.037783***COMMAND:GO_FORWARD***     172364***    172371*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1158***1626069983.038034***COMMAND:GO_FORWARD***     172364***    172372*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***199***1626069983.32***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608648,lon=149.1652226,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608648,lon=149.1652226,alt=614.04#last_heartbeat|0.605386599999#battery|Battery:voltage=12.242,current=25.92,level=68#velocity|[3.06, 0.0, -0.02]#attitude|Attitude:pitch=-0.189004510641,yaw=0.00167586246971,roll=-0.00484820315614#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#***     172617***    172636*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***266.84397345***-0.846028200395***     172617***    172637*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***200***1626069983.33***SENSOR|***     172631***    172637*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***200***1626069983.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608646,lon=149.1652225,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608646,lon=149.1652225,alt=614.04#last_heartbeat|0.6545249#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.04, 0.0, -0.02]#attitude|Attitude:pitch=-0.175925567746,yaw=0.00182248663623,roll=-0.00487221172079#airspeed|3.1099998951#groundspeed|3.1099998951heading|0#***     172701***    172722*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***266.8551054***-0.823764301717***     172701***    172722*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***200***1626069983.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608582,lon=149.1652225,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608582,lon=149.1652225,alt=614.04#last_heartbeat|0.7997902#battery|Battery:voltage=12.242,current=25.92,level=68#velocity|[3.02, 0.0, -0.01]#attitude|Attitude:pitch=-0.193090036511,yaw=0.00289390375838,roll=-0.00358984572813#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#***     172767***    172786*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***267.567550199***-0.846028200395***     172767***    172787*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1159***1626069983.537295***COMMAND:HEARTBEAT_MESSAGE***     172791***    172794*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1160***1626069983.537583***COMMAND:HEARTBEAT_MESSAGE***     172791***    172795*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1161***1626069983.537817***COMMAND:HEARTBEAT_MESSAGE***     172791***    172797*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1163***1626069984.038836***COMMAND:HEARTBEAT_MESSAGE***     173255***    173258*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1162***1626069984.038549***COMMAND:HEARTBEAT_MESSAGE***     173255***    173259*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1164***1626069984.039033***COMMAND:HEARTBEAT_MESSAGE***     173255***    173260*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1166***1626069984.100167***COMMAND:GO_FORWARD***     173306***    173309*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1165***1626069984.099847***COMMAND:GO_FORWARD***     173306***    173310*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1167***1626069984.1006***COMMAND:GO_FORWARD***     173306***    173311*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***201***1626069984.36***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608318,lon=149.1652223,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608318,lon=149.1652223,alt=614.04#last_heartbeat|0.6501635#battery|Battery:voltage=12.242,current=25.67,level=68#velocity|[3.0, 0.0, -0.02]#attitude|Attitude:pitch=-0.185243323445,yaw=-0.00724314711988,roll=-0.000463306525489#airspeed|3.07999992371#groundspeed|3.07999992371heading|359#***     173548***    173567*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***270.51751695***-0.879424048412***     173548***    173568*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***201***1626069984.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608319,lon=149.1652223,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608319,lon=149.1652223,alt=614.04#last_heartbeat|0.6999898#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.01, 0.0, -0.02]#attitude|Attitude:pitch=-0.198091983795,yaw=-0.00721517717466,roll=-0.000546610041056#airspeed|3.04999995232#groundspeed|3.04999995232heading|359#***     173592***    173609*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***270.49525305***-0.846028200395***     173592***    173610*** 

069982.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608848,lon=149.1652227,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608848,lon=149.1652227,alt=614.04#last_heartbeat|0.745999#battery|Battery:voltage=12.242,current=26.0,level=68#velocity|[3.01, 0.0, -0.02]#attitude|Attitude:pitch=-0.206173956394,yaw=-0.00278762029484,roll=-0.00302875880152#airspeed|3.06999993324#groundspeed|3.06999993324heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***264.6064515***-0.823764301717*** 

>>>>>> X-Value:  264.6064515  ;  Y-Value:  -0.823764301717 <<<<<<

X 	 264.606445 	 Y 	 -0.823764

 TELEMETRY Recvd: @@@U_000***199***1626069983.32***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608648,lon=149.1652226,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608648,lon=149.1652226,alt=614.04#last_heartbeat|0.605386599999#battery|Battery:voltage=12.242,current=25.92,level=68#velocity|[3.06, 0.0, -0.02]#attitude|Attitude:pitch=-0.189004510641,yaw=0.00167586246971,roll=-0.00484820315614#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***266.84397345***-0.846028200395*** 

>>>>>> X-Value:  266.84397345  ;  Y-Value:  -0.846028200395 <<<<<<

X 	 266.843964 	 Y 	 -0.846028

 TELEMETRY Recvd: @@@U_000***200***1626069983.33***SENSOR|*** 

 TELEMETRY Recvd: @@@U_001***200***1626069983.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608646,lon=149.1652225,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608646,lon=149.1652225,alt=614.04#last_heartbeat|0.6545249#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.04, 0.0, -0.02]#attitude|Attitude:pitch=-0.175925567746,yaw=0.00182248663623,roll=-0.00487221172079#airspeed|3.1099998951#groundspeed|3.1099998951heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***266.8551054***-0.823764301717*** 

>>>>>> X-Value:  266.8551054  ;  Y-Value:  -0.823764301717 <<<<<<

X 	 266.855103 	 Y 	 -0.823764

 TELEMETRY Recvd: @@@U_002***200***1626069983.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608582,lon=149.1652225,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608582,lon=149.1652225,alt=614.04#last_heartbeat|0.7997902#battery|Battery:voltage=12.242,current=25.92,level=68#velocity|[3.02, 0.0, -0.01]#attitude|Attitude:pitch=-0.193090036511,yaw=0.00289390375838,roll=-0.00358984572813#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***267.567550199***-0.846028200395*** 

>>>>>> X-Value:  267.567550199  ;  Y-Value:  -0.846028200395 <<<<<<

X 	 267.567535 	 Y 	 -0.846028

 TELEMETRY Recvd: @@@U_000***201***1626069984.36***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608318,lon=149.1652223,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608318,lon=149.1652223,alt=614.04#last_heartbeat|0.6501635#battery|Battery:voltage=12.242,current=25.67,level=68#velocity|[3.0, 0.0, -0.02]#attitude|Attitude:pitch=-0.185243323445,yaw=-0.00724314711988,roll=-0.000463306525489#airspeed|3.07999992371#groundspeed|3.07999992371heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***270.51751695***-0.879424048412*** 

>>>>>> X-Value:  270.51751695  ;  Y-Value:  -0.879424048412 <<<<<<

X 	 270.517517 	 Y 	 -0.879424

 TELEMETRY Recvd: @@@U_001***201***1626069984.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608319,lon=149.1652223,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608319,lon=149.1652223,alt=614.04#last_heartbeat|0.6999898#battery|Battery:voltage=12.242,current=25.75,level=68#velocity|[3.01, 0.0, -0.02]#attitude|Attitude:pitch=-0.198091983795,yaw=-0.00721517717466,roll=-0.000546610041056#airspeed|3.04999995232#groundspeed|3.04999995232heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***270.49525305***-0.846028200395*** 

>>>>>> X-Value:  270.49525305  ;  Y-Value:  -0.846028200395 <<<<<<

X 	 270.495239 	 Y 	 -0.846028

 TELEMETRY Recvd: @@@U_002***201***1626069984.51***TELE
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***201***1626069984.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608317,lon=149.1652223,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608317,lon=149.1652223,alt=614.04#last_heartbeat|0.8105773#battery|Battery:voltage=12.242,current=25.67,level=68#velocity|[3.0, 0.0, -0.02]#attitude|Attitude:pitch=-0.185129702091,yaw=-0.00722838565707,roll=-0.000378998287488#airspeed|3.07999992371#groundspeed|3.07999992371heading|359#***     173667***    173686*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***270.51751695***-0.868292099073***     173667***    173687*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1170***1626069984.540347***COMMAND:HEARTBEAT_MESSAGE***     173687***    173690*** 

>>>>>> Average Network Delay for command packets: 5.666667 MilliSec.

LteSignalStrength= 0.002716 dBm*** LteSINR= 5725222568133.169922 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1168***1626069984.539849***COMMAND:HEARTBEAT_MESSAGE***     173687***    173691*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1169***1626069984.54015***COMMAND:HEARTBEAT_MESSAGE***     173687***    173692*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1171***1626069985.041107***COMMAND:HEARTBEAT_MESSAGE***     174161***    174164*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1172***1626069985.041483***COMMAND:HEARTBEAT_MESSAGE***     174161***    174165*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1173***1626069985.041734***COMMAND:HEARTBEAT_MESSAGE***     174161***    174166*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1174***1626069985.339563***COMMAND:GO_FORWARD***     174439***    174442*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1175***1626069985.339891***COMMAND:GO_FORWARD***     174439***    174443*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1176***1626069985.340184***COMMAND:GO_FORWARD***     174439***    174444*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***202***1626069985.34***SENSOR|***     174439***    174451*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***202***1626069985.4***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608054,lon=149.1652222,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608054,lon=149.1652222,alt=614.04#last_heartbeat|0.6894258#battery|Battery:voltage=12.242,current=26.0,level=68#velocity|[3.06, 0.01, -0.02]#attitude|Attitude:pitch=-0.200534805655,yaw=0.00179458037019,roll=-0.000564107496757#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#***     174481***    174493*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***273.45635175***-0.890556000915***     174481***    174494*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***203***1626069985.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3608054,lon=149.1652221,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3608054,lon=149.1652221,alt=614.04#last_heartbeat|0.748058599999#battery|Battery:voltage=12.242,current=25.92,level=68#velocity|[3.03, 0.02, -0.01]#attitude|Attitude:pitch=-0.181190431118,yaw=0.00183130078949,roll=-0.000150704639964#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#***     174535***    174555*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***273.4452198***-0.868292102237***     174535***    174556*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***202***1626069985.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3607987,lon=149.1652221,alt=30.02#location.global_frame|LocationGlobal:lat=-35.3607987,lon=149.1652221,alt=614.04#last_heartbeat|0.7498101#battery|Battery:voltage=12.242,current=25.84,level=68#velocity|[3.03, 0.01, -0.02]#attitude|Attitude:pitch=-0.200552195311,yaw=0.00181203812826,roll=-1.77569709194e-05#airspeed|3.08999991417#groundspeed|3.08999991417heading|0#***     174568***    174580*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***274.19106045***-0.890556000915***     174568***    174581*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1177***1626069985.542637***COMMAND:HEARTBEAT_MESSAGE***     174584***    174587*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1179***1626069985.543219***COMMAND:HEARTBEAT_MESSAGE***     174584***    174589*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1178***1626069985.543005***COMMAND:HEARTBEAT_MESSAGE***     174584***    174590*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1180***1626069986.043996***COMMAND:HEARTBEAT_MESSAGE***     175057***    175060*** 

>>>>>> Average Network Delay for command packets: 5.166667 MilliSec.

LteSignalStrength= 0.000179 dBm*** LteSINR= 377552590367.398682 dBm 


============GCS to UAV: Control Commands===========
