
============GCS to UAV: Control Commands===========


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***185.9480928***-0.0779236485377***      58973***     58996*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1458***1627597473.798828***COMMAND:HEARTBEAT_MESSAGE***      59053***     59056*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1460***1627597473.799115***COMMAND:HEARTBEAT_MESSAGE***      59053***     59057*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1456***1627597473.798476***COMMAND:HEARTBEAT_MESSAGE***      59053***     59058*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***149***1627597473.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3616012,lon=149.1652347,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3616012,lon=149.1652347,alt=614.0#last_heartbeat|3.72329959646e-05#battery|Battery:voltage=12.242,current=26.25,level=80#velocity|[2.92, 0.03, 0.0]#attitude|Attitude:pitch=-0.206642091274,yaw=0.0025583114475,roll=0.00350543647073#airspeed|2.92999982834#groundspeed|2.92999982834heading|0#***      59047***     59059*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1457***1627597473.798693***COMMAND:HEARTBEAT_MESSAGE***      59053***     59059*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***184.95734925***-0.178111198918***      59047***     59060*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1459***1627597473.798975***COMMAND:HEARTBEAT_MESSAGE***      59053***     59060*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***146***1627597473.87***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3616648,lon=149.1652352,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3616648,lon=149.1652352,alt=603.99#last_heartbeat|0.0501578409458#battery|Battery:voltage=12.242,current=26.17,level=80#velocity|[2.94, 0.01, 0.01]#attitude|Attitude:pitch=-0.202636346221,yaw=0.00249755079858,roll=0.00220318743959#airspeed|2.98000001907#groundspeed|2.98000001907heading|0#***      59064***     59076*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***177.74384565***0.0222639018421***      59064***     59077*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1461***1627597473.953991***COMMAND:GO_FORWARD***      59092***     59095*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1463***1627597473.954417***COMMAND:GO_FORWARD***      59092***     59096*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1464***1627597473.954597***COMMAND:GO_FORWARD***      59092***     59097*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1465***1627597473.954805***COMMAND:GO_FORWARD***      59092***     59099*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1462***1627597473.954247***COMMAND:GO_FORWARD***      59092***     59100*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***147***1627597474.19***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615876,lon=149.1652351,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3615876,lon=149.1652351,alt=603.99#last_heartbeat|0.396802983014#battery|Battery:voltage=12.242,current=26.0,level=80#velocity|[2.88, 0.0, 0.01]#attitude|Attitude:pitch=-0.176957771182,yaw=0.00268560042605,roll=0.00117469846737#airspeed|2.99000000954#groundspeed|2.99000000954heading|0#***      59172***     59191*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***186.3043152***0.122451449058***      59173***     59192*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1469***1627597474.300526***COMMAND:HEARTBEAT_MESSAGE***      59213***     59216*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1468***1627597474.300261***COMMAND:HEARTBEAT_MESSAGE***      59213***     59217*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1467***1627597474.300025***COMMAND:HEARTBEAT_MESSAGE***      59213***     59218*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1470***1627597474.300778***COMMAND:HEARTBEAT_MESSAGE***      59213***     59219*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1466***1627597474.299779***COMMAND:HEARTBEAT_MESSAGE***      59213***     59221*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***132***1627597474.36***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.352695916896#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.02, 0.0]#attitude|Attitude:pitch=0.00139182049315,yaw=-0.322613894939,roll=0.000973541347776#airspeed|0.0#groundspeed|0.0heading|341#***      59230***     59242*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***150***1627597474.58***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615656,lon=149.1652351,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615656,lon=149.1652351,alt=604.0#last_heartbeat|0.912847998901#battery|Battery:voltage=12.242,current=26.0,level=80#velocity|[2.92, -0.01, 0.0]#attitude|Attitude:pitch=-0.194817960262,yaw=0.00389045942575,roll=0.00524093955755#airspeed|3.02999997139#groundspeed|3.02999997139heading|0#***      59310***     59329*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***188.8646637***-0.10018755038***      59310***     59330*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***147***1627597474.75***SENSOR|***      59369***     59388*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1473***1627597474.802041***COMMAND:HEARTBEAT_MESSAGE***      59386***     59390*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1472***1627597474.801888***COMMAND:HEARTBEAT_MESSAGE***      59386***     59391*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1475***1627597474.802366***COMMAND:HEARTBEAT_MESSAGE***      59386***     59392*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1471***1627597474.801622***COMMAND:HEARTBEAT_MESSAGE***      59386***     59393*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1474***1627597474.802198***COMMAND:HEARTBEAT_MESSAGE***      59386***     59394*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***150***1627597474.83***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615694,lon=149.1652345,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3615694,lon=149.1652345,alt=614.01#last_heartbeat|0.0525721500162#battery|Battery:voltage=12.242,current=26.25,level=79#velocity|[2.88, 0.02, 0.0]#attitude|Attitude:pitch=-0.211773127317,yaw=0.00304665998556,roll=0.00708646746352#airspeed|2.89999985695#groundspeed|2.89999985695heading|0#***      59392***     59409*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***188.49730935***-0.20037510076***      59392***     59409*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***148***1627597474.89***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3616328,lon=149.165235,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3616328,lon=149.165235,alt=604.0#last_heartbeat|0.103999091079#battery|Battery:voltage=12.242,current=26.25,level=80#velocity|[2.86, 0.0, 0.0]#attitude|Attitude:pitch=-0.211284458637,yaw=0.00300880894065,roll=0.00535401981324#airspeed|2.90999984741#groundspeed|2.90999984741heading|0#***      59409***     59430*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***181.30606965***0.0***      59410***     59431*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***148***1627597475.22***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615619,lon=149.165235,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615619,lon=149.165235,alt=604.0#last_heartbeat|0.44717589207#battery|Battery:voltage=12.242,current=26.33,level=80#velocity|[2.96, 0.0, 0.0]#attitude|Attitude:pitch=-0.205870732665,yaw=0.0010830120882,roll=0.00416040048003#airspeed|2.99000000954#groundspeed|2.99000000954heading|0#***      59524***     59537*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***189.16522635***0.111319499719***      59525***     59538*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1478***1627597475.303698***COMMAND:HEARTBEAT_MESSAGE***      59552***     59555*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1477***1627597475.303412***COMMAND:HEARTBEAT_MESSAGE***      59552***     59556*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1479***1627597475.30395***COMMAND:HEARTBEAT_MESSAGE***      59552***     59557*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1480***1627597475.304222***COMMAND:HEARTBEAT_MESSAGE***      59552***     59558*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1476***1627597475.303064***COMMAND:HEARTBEAT_MESSAGE***      59552***     59560*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1484***1627597475.438404***COMMAND:GO_FORWARD***      59594***     59597*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1485***1627597475.438602***COMMAND:GO_FORWARD***      59594***     59598*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1482***1627597475.437958***COMMAND:GO_FORWARD***      59594***     59600*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1483***1627597475.438202***COMMAND:GO_FORWARD***      59594***     59601*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1481***1627597475.437651***COMMAND:GO_FORWARD***      59594***     59603*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***133***1627597475.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.449998427997#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.02, 0.0]#attitude|Attitude:pitch=0.00136938912328,yaw=-0.322600245476,roll=0.000963620899711#airspeed|0.0#groundspeed|0.0heading|341#***      59584***     59605*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***151***1627597475.59***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615393,lon=149.1652351,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615393,lon=149.1652351,alt=604.0#last_heartbeat|0.904925423907#battery|Battery:voltage=12.242,current=26.17,level=79#velocity|[3.0, 0.01, 0.0]#attitude|Attitude:pitch=-0.184452101588,yaw=0.00154696078971,roll=0.00320887891576#airspeed|3.07999992371#groundspeed|3.07999992371heading|0#***      59639***     59651*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***191.79236655***-0.10018755038***      59639***     59652*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1487***1627597475.80507***COMMAND:HEARTBEAT_MESSAGE***      59718***     59721*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1490***1627597475.80564***COMMAND:HEARTBEAT_MESSAGE***      59718***     59722*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1488***1627597475.805264***COMMAND:HEARTBEAT_MESSAGE***      59718***     59723*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1486***1627597475.804771***COMMAND:HEARTBEAT_MESSAGE***      59718***     59724*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1489***1627597475.805452***COMMAND:HEARTBEAT_MESSAGE***      59718***     59725*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***151***1627597475.87***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615437,lon=149.1652345,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3615437,lon=149.1652345,alt=614.01#last_heartbeat|0.102998060989#battery|Battery:voltage=12.242,current=25.67,level=79#velocity|[2.86, 0.04, 0.01]#attitude|Attitude:pitch=-0.1670576334,yaw=-0.00110703811515,roll=0.00505978101864#airspeed|2.98000001907#groundspeed|2.98000001907heading|359#***      59736***     59748*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***191.3582205***-0.20037510076***      59737***     59749*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***149***1627597475.9***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3616071,lon=149.1652351,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3616071,lon=149.1652351,alt=604.0#last_heartbeat|0.103885449003#battery|Battery:voltage=12.242,current=25.75,level=79#velocity|[2.87, 0.01, 0.01]#attitude|Attitude:pitch=-0.180669277906,yaw=-0.00114250474144,roll=0.00250303838402#airspeed|2.98000001907#groundspeed|2.98000001907heading|359#***      59747***     59767*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***184.1669808***0.0111319493391***      59748***     59768*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***149***1627597476.26***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615362,lon=149.1652351,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615362,lon=149.1652351,alt=604.0#last_heartbeat|0.452886437997#battery|Battery:voltage=12.242,current=26.0,level=79#velocity|[2.8, 0.01, 0.0]#attitude|Attitude:pitch=-0.187186330557,yaw=-0.00433791941032,roll=0.00355143216439#airspeed|2.92999982834#groundspeed|2.92999982834heading|359#***      59878***     59890*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***192.026137499***0.122451449058***      59878***     59891*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1494***1627597476.30701***COMMAND:HEARTBEAT_MESSAGE***      59892***     59895*** 

>>>>>> Average Network Delay for command packets: 6.450000 MilliSec.

LteSignalStrength= 0.005993 dBm*** LteSINR= 12634916677166.160156 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1493***1627597476.30681***COMMAND:HEARTBEAT_MESSAGE***      59892***     59896*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1492***1627597476.306611***COMMAND:HEARTBEAT_MESSAGE***      59892***     59897*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1495***1627597476.307206***COMMAND:HEARTBEAT_MESSAGE***      59892***     59898*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1491***1627597476.306344***COMMAND:HEARTBEAT_MESSAGE***      59892***     59899*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***134***1627597476.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.452116214088#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.02, 0.0]#attitude|Attitude:pitch=0.00137538171839,yaw=-0.322622418404,roll=0.000952621165197#airspeed|0.0#groundspeed|0.0heading|341#***      59940***     59959*** 


WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***152***1627597476.63***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615132,lon=149.1652352,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615132,lon=149.1652352,alt=604.0#last_heartbeat|0.949013495003#battery|Battery:voltage=12.242,current=26.08,level=79#velocity|[2.96, 0.01, 0.0]#attitude|Attitude:pitch=-0.194363668561,yaw=-0.00205312645994,roll=0.00346836866811#airspeed|3.01999998093#groundspeed|3.01999998093heading|359#***      60006***     60018*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***194.6978055***-0.0890555978768***      60006***     60025*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1497***1627597476.808224***COMMAND:HEARTBEAT_MESSAGE***      60066***     60069*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1500***1627597476.808565***COMMAND:HEARTBEAT_MESSAGE***      60066***     60070*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1496***1627597476.807915***COMMAND:HEARTBEAT_MESSAGE***      60066***     60071*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1498***1627597476.808336***COMMAND:HEARTBEAT_MESSAGE***      60066***     60073*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1499***1627597476.808444***COMMAND:HEARTBEAT_MESSAGE***      60066***     60074*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***150***1627597476.91***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615813,lon=149.1652352,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615813,lon=149.1652352,alt=604.0#last_heartbeat|0.100298603065#battery|Battery:voltage=12.242,current=26.33,level=79#velocity|[2.95, 0.01, 0.0]#attitude|Attitude:pitch=-0.191242620349,yaw=0.00267744110897,roll=0.000646578497253#airspeed|3.02999997139#groundspeed|3.02999997139heading|0#***      60096***     60115*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1501***1627597476.950468***COMMAND:GO_FORWARD***      60112***     60115*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***187.0390239***0.0222639018421***      60096***     60117*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1505***1627597476.9512***COMMAND:GO_FORWARD***      60112***     60117*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1502***1627597476.950697***COMMAND:GO_FORWARD***      60112***     60118*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***152***1627597476.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615184,lon=149.1652346,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3615184,lon=149.1652346,alt=614.01#last_heartbeat|0.150361789041#battery|Battery:voltage=12.193,current=26.42,level=79#velocity|[2.93, 0.04, 0.0]#attitude|Attitude:pitch=-0.19723983109,yaw=0.00279666064307,roll=0.00268716923892#airspeed|2.97000002861#groundspeed|2.97000002861heading|0#***      60100***     60119*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1503***1627597476.950873***COMMAND:GO_FORWARD***      60112***     60119*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***194.17460385***-0.189243151421***      60100***     60120*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1504***1627597476.95104***COMMAND:GO_FORWARD***      60112***     60120*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***150***1627597476.97***SENSOR|***      60114***     60131*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***151***1627597477.27***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615044,lon=149.1652351,alt=19.99#location.global_frame|LocationGlobal:lat=-35.3615044,lon=149.1652351,alt=604.0#last_heartbeat|0.503442249028#battery|Battery:voltage=12.242,current=25.75,level=79#velocity|[2.82, 0.0, 0.0]#attitude|Attitude:pitch=-0.160355404019,yaw=0.00188954547048,roll=-0.00172610930167#airspeed|2.98000001907#groundspeed|2.98000001907heading|0#***      60215***     60234*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1509***1627597477.309729***COMMAND:HEARTBEAT_MESSAGE***      60231***     60234*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***195.566097599***0.122451449058***      60215***     60235*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1508***1627597477.309593***COMMAND:HEARTBEAT_MESSAGE***      60231***     60235*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1507***1627597477.309445***COMMAND:HEARTBEAT_MESSAGE***      60231***     60236*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1510***1627597477.309867***COMMAND:HEARTBEAT_MESSAGE***      60231***     60237*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1506***1627597477.30922***COMMAND:HEARTBEAT_MESSAGE***      60231***     60238*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***135***1627597477.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.455512447981#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.02, 0.0]#attitude|Attitude:pitch=0.00137474900112,yaw=-0.322605937719,roll=0.000945416977629#airspeed|0.0#groundspeed|0.0heading|341#***      60280***     60292*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***153***1627597477.59***SENSOR|***      60330***     60349*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***154***1627597477.67***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3614821,lon=149.165235,alt=20.0#location.global_frame|LocationGlobal:lat=-35.3614821,lon=149.165235,alt=604.01#last_heartbeat|5.04460185766e-05#battery|Battery:voltage=12.242,current=26.0,level=79#velocity|[2.67, 0.0, 0.0]#attitude|Attitude:pitch=-0.198051095009,yaw=-0.000182808260433,roll=0.00161765597295#airspeed|2.75#groundspeed|2.75heading|359#***      60356***     60362*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***198.15984195***-0.111319499719***      60357***     60369*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1515***1627597477.811248***COMMAND:HEARTBEAT_MESSAGE***      60407***     60410*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1512***1627597477.810771***COMMAND:HEARTBEAT_MESSAGE***      60407***     60411*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1511***1627597477.810539***COMMAND:HEARTBEAT_MESSAGE***      60407***     60412*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1513***1627597477.810923***COMMAND:HEARTBEAT_MESSAGE***      60407***     60413*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1514***1627597477.811066***COMMAND:HEARTBEAT_MESSAGE***      60407***     60415*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***153***1627597477.93***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3614931,lon=149.1652345,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3614931,lon=149.1652345,alt=614.02#last_heartbeat|0.150479306933#battery|Battery:voltage=12.242,current=26.17,level=79#velocity|[2.83, 0.01, 0.0]#attitude|Attitude:pitch=-0.206281378865,yaw=-0.000918041390833,roll=0.00376426754519#airspeed|2.87999987602#groundspeed|2.87999987602heading|359#***      60444***     60456*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***196.9909872***-0.20037510076***      60444***     60457*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***151***1627597477.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3615558,lon=149.165235,alt=20.0#location.global_frame|LocationGlobal:lat=-35.3615558,lon=149.165235,alt=604.01#last_heartbeat|0.150433358038#battery|Battery:voltage=12.242,current=26.25,level=79#velocity|[2.87, 0.0, 0.0]#attitude|Attitude:pitch=-0.210660845041,yaw=-0.000822767789941,roll=0.00195790408179#airspeed|2.91999983788#groundspeed|2.91999983788heading|359#***      60450***     60462*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***189.87767115***0.0***      60451***     60463*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1518***1627597478.31233***COMMAND:HEARTBEAT_MESSAGE***      60585***     60588*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1517***1627597478.312175***COMMAND:HEARTBEAT_MESSAGE***      60585***     60590*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1520***1627597478.31263***COMMAND:HEARTBEAT_MESSAGE***      60585***     60591*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***152***1627597478.28***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3614792,lon=149.1652348,alt=20.0#location.global_frame|LocationGlobal:lat=-35.3614792,lon=149.1652348,alt=604.01#last_heartbeat|0.509997330024#battery|Battery:voltage=12.242,current=26.17,level=79#velocity|[2.92, 0.0, 0.0]#attitude|Attitude:pitch=-0.211716085672,yaw=-0.00448162993416,roll=0.00661693699658#airspeed|2.95000004768#groundspeed|2.95000004768heading|359#***      60573***     60592*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1516***1627597478.311931***COMMAND:HEARTBEAT_MESSAGE***      60585***     60592*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***198.371349***0.0890556010407***      60573***     60593*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1519***1627597478.312481***COMMAND:HEARTBEAT_MESSAGE***      60585***     60593*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***136***1627597478.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.501949983998#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.02, 0.0]#attitude|Attitude:pitch=0.00138464395422,yaw=-0.322620600462,roll=0.000943088438362#airspeed|0.0#groundspeed|0.0heading|341#***      60630***     60647*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***154***1627597478.6***SENSOR|***      60677***     60689*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***1525***1627597478.673857***COMMAND:GO_FORWARD***      60704***     60707*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1524***1627597478.673659***COMMAND:GO_FORWARD***      60704***     60708*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1522***1627597478.673264***COMMAND:GO_FORWARD***      60704***     60709*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1521***1627597478.672984***COMMAND:GO_FORWARD***      60704***     60710*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1523***1627597478.673461***COMMAND:GO_FORWARD***      60704***     60711*** 

============= UAV to GCS: Telemetry Packets==============
