
============GCS to UAV: Control Commands===========

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1022***1626159013.357653***COMMAND:HEARTBEAT_MESSAGE***      85480***     85484*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1023***1626159013.35786***COMMAND:HEARTBEAT_MESSAGE***      85480***     85485*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1024***1626159013.35818***COMMAND:HEARTBEAT_MESSAGE***      85480***     85486*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***141***1626159013.59***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605289,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3605289,lon=149.1652369,alt=613.99#last_heartbeat|0.0503760000001#battery|Battery:voltage=12.242,current=26.33,level=78#velocity|[4.5, -0.05, 0.0]#attitude|Attitude:pitch=-0.251313090324,yaw=-6.03732150921e-05,roll=0.00633774884045#airspeed|4.65999984741#groundspeed|4.65999984741heading|0#***      85636***     85649*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***304.15826985***0.712444798834***      85636***     85650*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***141***1626159013.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.360524,lon=149.1652364,alt=30.01#location.global_frame|LocationGlobal:lat=-35.360524,lon=149.1652364,alt=614.0#last_heartbeat|0.2540018#battery|Battery:voltage=12.193,current=26.58,level=78#velocity|[4.45, -0.03, 0.0]#attitude|Attitude:pitch=-0.2719848454,yaw=0.00387973780744,roll=0.0051429932937#airspeed|4.61000013351#groundspeed|4.61000013351heading|0#***      85766***     85785*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***304.7037354***0.667916998314***      85766***     85786*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1026***1626159013.859505***COMMAND:HEARTBEAT_MESSAGE***      85811***     85814*** 

>>>>>> Average Network Delay for command packets: 5.550000 MilliSec.

LteSignalStrength= 0.003908 dBm*** LteSINR= 8238986965552.905273 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1027***1626159013.859722***COMMAND:HEARTBEAT_MESSAGE***      85811***     85815*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1025***1626159013.859134***COMMAND:HEARTBEAT_MESSAGE***      85811***     85818*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1028***1626159013.859979***COMMAND:HEARTBEAT_MESSAGE***      85811***     85819*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***140***1626159013.88***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605178,lon=149.1652369,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3605178,lon=149.1652369,alt=614.0#last_heartbeat|0.400632#battery|Battery:voltage=12.193,current=26.58,level=78#velocity|[4.44, -0.04, -0.01]#attitude|Attitude:pitch=-0.299841105938,yaw=0.00427521578968,roll=0.00373679772019#airspeed|4.52999973297#groundspeed|4.52999973297heading|0#***      85816***     85833*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***305.3939163***0.712444798834***      85816***     85834*** 


WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***141***1626159013.95***SENSOR|***      85857***     85889*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***141***1626159014.2***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605048,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3605048,lon=149.1652368,alt=613.99#last_heartbeat|0.7165495#battery|Battery:voltage=12.193,current=26.83,level=78#velocity|[4.5, -0.04, -0.01]#attitude|Attitude:pitch=-0.321311563253,yaw=0.00338644511066,roll=0.00389884179458#airspeed|4.48999977112#groundspeed|4.48999977112heading|0#***      86025***     86045*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***306.8410698***0.712444798834***      86025***     86046*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1029***1626159014.360545***COMMAND:HEARTBEAT_MESSAGE***      86127***     86130*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1032***1626159014.361399***COMMAND:HEARTBEAT_MESSAGE***      86127***     86131*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1030***1626159014.360923***COMMAND:HEARTBEAT_MESSAGE***      86127***     86132*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1031***1626159014.361192***COMMAND:HEARTBEAT_MESSAGE***      86127***     86133*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***142***1626159014.59***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604799,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604799,lon=149.1652369,alt=613.99#last_heartbeat|0.1030179#battery|Battery:voltage=12.193,current=27.17,level=77#velocity|[4.66, -0.05, -0.01]#attitude|Attitude:pitch=-0.335118234158,yaw=0.00222084438428,roll=0.00610554497689#airspeed|4.57999992371#groundspeed|4.57999992371heading|0#***      86287***     86306*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***309.612925349***0.712444798834***      86287***     86307*** 

=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.360544,lon=149.1652368,alt=613.99#last_heartbeat|0.6992753#battery|Battery:voltage=12.193,current=26.42,level=78#velocity|[4.63, -0.05, 0.0]#attitude|Attitude:pitch=-0.265186458826,yaw=-0.00449477368966,roll=0.00705611379817#airspeed|4.75999975204#groundspeed|4.75999975204heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***302.4773454***0.712444798834*** 

>>>>>> X-Value:  302.4773454  ;  Y-Value:  0.712444798834 <<<<<<

X 	 302.477356 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_000***141***1626159013.59***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605289,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3605289,lon=149.1652369,alt=613.99#last_heartbeat|0.0503760000001#battery|Battery:voltage=12.242,current=26.33,level=78#velocity|[4.5, -0.05, 0.0]#attitude|Attitude:pitch=-0.251313090324,yaw=-6.03732150921e-05,roll=0.00633774884045#airspeed|4.65999984741#groundspeed|4.65999984741heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***304.15826985***0.712444798834*** 

>>>>>> X-Value:  304.15826985  ;  Y-Value:  0.712444798834 <<<<<<

X 	 304.158264 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_003***141***1626159013.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.360524,lon=149.1652364,alt=30.01#location.global_frame|LocationGlobal:lat=-35.360524,lon=149.1652364,alt=614.0#last_heartbeat|0.2540018#battery|Battery:voltage=12.193,current=26.58,level=78#velocity|[4.45, -0.03, 0.0]#attitude|Attitude:pitch=-0.2719848454,yaw=0.00387973780744,roll=0.0051429932937#airspeed|4.61000013351#groundspeed|4.61000013351heading|0#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***304.7037354***0.667916998314*** 

>>>>>> X-Value:  304.7037354  ;  Y-Value:  0.667916998314 <<<<<<

X 	 304.703735 	 Y 	 0.667917

 TELEMETRY Recvd: @@@U_001***140***1626159013.88***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605178,lon=149.1652369,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3605178,lon=149.1652369,alt=614.0#last_heartbeat|0.400632#battery|Battery:voltage=12.193,current=26.58,level=78#velocity|[4.44, -0.04, -0.01]#attitude|Attitude:pitch=-0.299841105938,yaw=0.00427521578968,roll=0.00373679772019#airspeed|4.52999973297#groundspeed|4.52999973297heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***305.3939163***0.712444798834*** 

>>>>>> X-Value:  305.3939163  ;  Y-Value:  0.712444798834 <<<<<<

X 	 305.393921 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_001***141***1626159013.95***SENSOR|*** 

 TELEMETRY Recvd: @@@U_002***141***1626159014.2***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3605048,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3605048,lon=149.1652368,alt=613.99#last_heartbeat|0.7165495#battery|Battery:voltage=12.193,current=26.83,level=78#velocity|[4.5, -0.04, -0.01]#attitude|Attitude:pitch=-0.321311563253,yaw=0.00338644511066,roll=0.00389884179458#airspeed|4.48999977112#groundspeed|4.48999977112heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***306.8410698***0.712444798834*** 

>>>>>> X-Value:  306.8410698  ;  Y-Value:  0.712444798834 <<<<<<

X 	 306.841064 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_000***142***1626159014.59***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604799,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604799,lon=149.1652369,alt=613.99#last_heartbeat|0.1030179#battery|Battery:voltage=12.193,current=27.17,level=77#velocity|[4.66, -0.05, -0.01]#attitude|Attitude:pitch=-0.335118234158,yaw=0.00222084438428,roll=0.00610554497689#airspeed|4.57999992371#groundspeed|4.57999992371heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***309.612925349***0.712444798834*** 

>>>>>> X-Value:  309.612925349  ;  Y-Value:  0.712444798834 <<<<<<

X 	 309.612915 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_003***142***1626159014.83***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604743,lon=149.1652364,alt=30.0#location.global_frame|LocationG
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***142***1626159014.83***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604743,lon=149.1652364,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604743,lon=149.1652364,alt=613.99#last_heartbeat|0.3532191#battery|Battery:voltage=12.193,current=27.25,level=77#velocity|[4.75, -0.03, 0.0]#attitude|Attitude:pitch=-0.324683457613,yaw=0.000894507975318,roll=0.00660494482145#airspeed|4.69000005722#groundspeed|4.69000005722heading|0#***      86446***     86465*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***310.23631455***0.667916998314***      86446***     86466*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1034***1626159014.862285***COMMAND:HEARTBEAT_MESSAGE***      86463***     86466*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1035***1626159014.862411***COMMAND:HEARTBEAT_MESSAGE***      86463***     86467*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1033***1626159014.861938***COMMAND:HEARTBEAT_MESSAGE***      86463***     86468*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1036***1626159014.862584***COMMAND:HEARTBEAT_MESSAGE***      86463***     86469*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***142***1626159014.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604777,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604777,lon=149.1652368,alt=613.99#last_heartbeat|0.4511966#battery|Battery:voltage=12.193,current=27.25,level=77#velocity|[4.76, -0.04, 0.0]#attitude|Attitude:pitch=-0.327445685863,yaw=0.00089987955289,roll=0.00664129154757#airspeed|4.69999980927#groundspeed|4.69999980927heading|0#***      86489***     86508*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***309.85782825***0.701312849495***      86489***     86524*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***142***1626159015.24***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604641,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604641,lon=149.1652368,alt=613.99#last_heartbeat|0.7558102#battery|Battery:voltage=12.193,current=27.0,level=77#velocity|[4.78, -0.03, 0.0]#attitude|Attitude:pitch=-0.309574872255,yaw=-0.000869667099323,roll=0.00704372953624#airspeed|4.75999975204#groundspeed|4.75999975204heading|359#***      86704***     86723*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***311.371773449***0.712444798834***      86704***     86724*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1037***1626159015.3633***COMMAND:HEARTBEAT_MESSAGE***      86779***     86782*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1040***1626159015.363922***COMMAND:HEARTBEAT_MESSAGE***      86779***     86783*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1038***1626159015.363554***COMMAND:HEARTBEAT_MESSAGE***      86779***     86784*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1039***1626159015.363757***COMMAND:HEARTBEAT_MESSAGE***      86779***     86785*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***143***1626159015.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604386,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604386,lon=149.1652369,alt=613.99#last_heartbeat|0.1132066#battery|Battery:voltage=12.193,current=26.58,level=77#velocity|[4.71, -0.03, 0.0]#attitude|Attitude:pitch=-0.281402915716,yaw=-0.00169418379664,roll=0.00571663398296#airspeed|4.7999997139#groundspeed|4.7999997139heading|359#***      86946***     86965*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***314.210420699***0.712444798834***      86946***     86966*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***143***1626159015.84***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.360433,lon=149.1652365,alt=30.01#location.global_frame|LocationGlobal:lat=-35.360433,lon=149.1652365,alt=614.0#last_heartbeat|0.3531921#battery|Battery:voltage=12.193,current=26.5,level=77#velocity|[4.63, -0.01, 0.0]#attitude|Attitude:pitch=-0.266305536032,yaw=-0.00212667137384,roll=0.00488450843841#airspeed|4.76999998093#groundspeed|4.76999998093heading|359#***      87095***     87114*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***314.8338099***0.679048947653***      87095***     87115*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1042***1626159015.86515***COMMAND:HEARTBEAT_MESSAGE***      87112***     87115*** 

>>>>>> Average Network Delay for command packets: 5.750000 MilliSec.

LteSignalStrength= 0.005739 dBm*** LteSINR= 12098346025259.929688 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1043***1626159015.86545***COMMAND:HEARTBEAT_MESSAGE***      87112***     87116*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1041***1626159015.864695***COMMAND:HEARTBEAT_MESSAGE***      87112***     87117*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1044***1626159015.865683***COMMAND:HEARTBEAT_MESSAGE***      87112***     87118*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***143***1626159015.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604362,lon=149.1652368,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3604362,lon=149.1652368,alt=614.0#last_heartbeat|0.4562418#battery|Battery:voltage=12.193,current=26.5,level=77#velocity|[4.66, -0.03, 0.0]#attitude|Attitude:pitch=-0.2701125741,yaw=-0.00203007319942,roll=0.0046006180346#airspeed|4.78999996185#groundspeed|4.78999996185heading|359#***      87137***     87160*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***314.477587499***0.701312849495***      87137***     87161*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***143***1626159015.94***SENSOR|***      87149***     87162*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1045***1626159016.034927***COMMAND:GO_FORWARD***      87193***     87196*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1048***1626159016.035762***COMMAND:GO_FORWARD***      87193***     87198*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1047***1626159016.035518***COMMAND:GO_FORWARD***      87193***     87199*** 

WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1046***1626159016.035232***COMMAND:GO_FORWARD***      87193***     87201*** 
lobal:lat=-35.3604743,lon=149.1652364,alt=613.99#last_heartbeat|0.3532191#battery|Battery:voltage=12.193,current=27.25,level=77#velocity|[4.75, -0.03, 0.0]#attitude|Attitude:pitch=-0.324683457613,yaw=0.000894507975318,roll=0.00660494482145#airspeed|4.69000005722#groundspeed|4.69000005722heading|0#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***310.23631455***0.667916998314*** 

>>>>>> X-Value:  310.23631455  ;  Y-Value:  0.667916998314 <<<<<<

X 	 310.236328 	 Y 	 0.667917

 TELEMETRY Recvd: @@@U_001***142***1626159014.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604777,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604777,lon=149.1652368,alt=613.99#last_heartbeat|0.4511966#battery|Battery:voltage=12.193,current=27.25,level=77#velocity|[4.76, -0.04, 0.0]#attitude|Attitude:pitch=-0.327445685863,yaw=0.00089987955289,roll=0.00664129154757#airspeed|4.69999980927#groundspeed|4.69999980927heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***309.85782825***0.701312849495*** 

>>>>>> X-Value:  309.85782825  ;  Y-Value:  0.701312849495 <<<<<<

X 	 309.857819 	 Y 	 0.701313

 TELEMETRY Recvd: @@@U_002***142***1626159015.24***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604641,lon=149.1652368,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604641,lon=149.1652368,alt=613.99#last_heartbeat|0.7558102#battery|Battery:voltage=12.193,current=27.0,level=77#velocity|[4.78, -0.03, 0.0]#attitude|Attitude:pitch=-0.309574872255,yaw=-0.000869667099323,roll=0.00704372953624#airspeed|4.75999975204#groundspeed|4.75999975204heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***311.371773449***0.712444798834*** 

>>>>>> X-Value:  311.371773449  ;  Y-Value:  0.712444798834 <<<<<<

X 	 311.371765 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_000***143***1626159015.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604386,lon=149.1652369,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3604386,lon=149.1652369,alt=613.99#last_heartbeat|0.1132066#battery|Battery:voltage=12.193,current=26.58,level=77#velocity|[4.71, -0.03, 0.0]#attitude|Attitude:pitch=-0.281402915716,yaw=-0.00169418379664,roll=0.00571663398296#airspeed|4.7999997139#groundspeed|4.7999997139heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***314.210420699***0.712444798834*** 

>>>>>> X-Value:  314.210420699  ;  Y-Value:  0.712444798834 <<<<<<

X 	 314.210419 	 Y 	 0.712445

 TELEMETRY Recvd: @@@U_003***143***1626159015.84***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.360433,lon=149.1652365,alt=30.01#location.global_frame|LocationGlobal:lat=-35.360433,lon=149.1652365,alt=614.0#last_heartbeat|0.3531921#battery|Battery:voltage=12.193,current=26.5,level=77#velocity|[4.63, -0.01, 0.0]#attitude|Attitude:pitch=-0.266305536032,yaw=-0.00212667137384,roll=0.00488450843841#airspeed|4.76999998093#groundspeed|4.76999998093heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***314.8338099***0.679048947653*** 

>>>>>> X-Value:  314.8338099  ;  Y-Value:  0.679048947653 <<<<<<

X 	 314.833801 	 Y 	 0.679049

 TELEMETRY Recvd: @@@U_001***143***1626159015.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604362,lon=149.1652368,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3604362,lon=149.1652368,alt=614.0#last_heartbeat|0.4562418#battery|Battery:voltage=12.193,current=26.5,level=77#velocity|[4.66, -0.03, 0.0]#attitude|Attitude:pitch=-0.2701125741,yaw=-0.00203007319942,roll=0.0046006180346#airspeed|4.78999996185#groundspeed|4.78999996185heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***314.477587499***0.701312849495*** 

>>>>>> X-Value:  314.477587499  ;  Y-Value:  0.701312849495 <<<<<<

X 	 314.477600 	 Y 	 0.701313

 TELEMETRY Recvd: @@@U_002***143***1626159015.94***SENSOR|*** 

 TELEMETRY Recvd: @@@U_002***144***1626159016.26***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604134,lon=149.1652368,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3604134,lon=149.1652368,alt=614.
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***144***1626159016.26***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3604134,lon=149.1652368,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3604134,lon=149.1652368,alt=614.0#last_heartbeat|0.7693701#battery|Battery:voltage=12.242,current=26.08,level=77#velocity|[4.43, -0.02, 0.0]#attitude|Attitude:pitch=-0.250133782625,yaw=-0.00111339485738,roll=0.00255627022125#airspeed|4.63000011444#groundspeed|4.63000011444heading|359#***      87339***     87366*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***317.0156721***0.712444798834***      87339***     87366*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1049***1626159016.366529***COMMAND:HEARTBEAT_MESSAGE***      87403***     87406*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1052***1626159016.367279***COMMAND:HEARTBEAT_MESSAGE***      87403***     87407*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1050***1626159016.366843***COMMAND:HEARTBEAT_MESSAGE***      87403***     87408*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1051***1626159016.367099***COMMAND:HEARTBEAT_MESSAGE***      87403***     87410*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***144***1626159016.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.360399,lon=149.1652368,alt=30.01#location.global_frame|LocationGlobal:lat=-35.360399,lon=149.1652368,alt=614.0#last_heartbeat|0.1014801#battery|Battery:voltage=12.242,current=26.25,level=77#velocity|[4.37, -0.03, -0.01]#attitude|Attitude:pitch=-0.276281028986,yaw=0.000568243849557,roll=0.00145367812365#airspeed|4.46999979019#groundspeed|4.46999979019heading|0#***      87565***     87577*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***318.6186729***0.701312849495***      87565***     87578*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1056***1626159016.868711***COMMAND:HEARTBEAT_MESSAGE***      87745***     87748*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1054***1626159016.868355***COMMAND:HEARTBEAT_MESSAGE***      87745***     87749*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1055***1626159016.868539***COMMAND:HEARTBEAT_MESSAGE***      87745***     87750*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1053***1626159016.868071***COMMAND:HEARTBEAT_MESSAGE***      87745***     87751*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***144***1626159016.88***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3603941,lon=149.1652364,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3603941,lon=149.1652364,alt=614.0#last_heartbeat|0.3352954#battery|Battery:voltage=12.193,current=26.75,level=77#velocity|[4.37, -0.02, -0.01]#attitude|Attitude:pitch=-0.302858144045,yaw=0.000119814401842,roll=0.00115972745698#airspeed|4.40999984741#groundspeed|4.40999984741heading|0#***      87748***     87767*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***319.16413845***0.667916998314***      87748***     87768*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***144***1626159016.93***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3603873,lon=149.1652367,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3603873,lon=149.1652367,alt=614.0#last_heartbeat|0.4527588#battery|Battery:voltage=12.193,current=26.75,level=77#velocity|[4.48, -0.04, -0.02]#attitude|Attitude:pitch=-0.324066966772,yaw=-0.00125868606847,roll=0.00248113181442#airspeed|4.46000003815#groundspeed|4.46000003815heading|359#***      87767***     87788*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***145***1626159016.94***SENSOR|***      87769***     87789*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***319.92111105***0.690180900156***      87767***     87790*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***145***1626159017.28***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3603749,lon=149.1652366,alt=30.01#location.global_frame|LocationGlobal:lat=-35.3603749,lon=149.1652366,alt=614.0#last_heartbeat|0.7808868#battery|Battery:voltage=12.193,current=27.08,level=77#velocity|[4.54, -0.04, -0.02]#attitude|Attitude:pitch=-0.334832519293,yaw=-0.0009585491498,roll=0.00413588946685#airspeed|4.46999979019#groundspeed|4.46999979019heading|359#***      87999***     88011*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***321.30147285***0.690180896992***      87999***     88012*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***1060***1626159017.370041***COMMAND:HEARTBEAT_MESSAGE***      88053***     88056*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***1058***1626159017.369649***COMMAND:HEARTBEAT_MESSAGE***      88053***     88057*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***1057***1626159017.369325***COMMAND:HEARTBEAT_MESSAGE***      88053***     88058*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***1059***1626159017.369815***COMMAND:HEARTBEAT_MESSAGE***      88053***     88059*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***146***1626159017.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.36036,lon=149.1652365,alt=30.0#location.global_frame|LocationGlobal:lat=-35.36036,lon=149.1652365,alt=613.99#last_heartbeat|0.1505552#battery|Battery:voltage=12.193,current=27.08,level=77#velocity|[4.64, -0.04, -0.01]#attitude|Attitude:pitch=-0.334287434816,yaw=-0.00124711426906,roll=0.00590466242284#airspeed|4.53999996185#groundspeed|4.53999996185heading|359#***      88239***     88251*** 


